date,department,expense_type,amount,employee,project,region,approval_status,empty_notes
2025-09-24,销售部,差旅费,17641.66,员工050,内部系统升级,北京,已通过,
2024-10-17,财务部,会议费,3644.36,员工068,客户增长,上海,已通过,
2024-12-31,研发部,咨询费,13395.19,员工070,内部系统升级,成都,已通过,
2025-12-15,人力资源部,广告投放,15928.68,员工059,渠道拓展,杭州,已通过,
2025-10-16,人力资源部,办公用品,24442.35,员工062,渠道拓展,北京,待审批,
2025/03/28,研发部,办公用品,11147.75,员工020,内部系统升级,上海,已通过,
2024-05-19,研发部,办公用品,13201.24,员工002,品牌活动,杭州,已通过,
2025-03-16,研发部,培训费,6303.64,员工001,渠道拓展,深圳,已通过,
2025-07-28,财务部,软件订阅, 6803.62 ,员工050,品牌活动,北京,已通过,
2025-03-08,运营部,广告投放,13942.17,员工079,内部系统升级,深圳,已通过,
2025-06-28,研发部,软件订阅,5147.00,员工009,客户增长,北京,已通过,
2025-10-14,财务部,培训费,12233.42,员工080,品牌活动,北京,已通过,
2024-06-04,市场部,培训费,737.01,员工014,内部系统升级,深圳,已通过,
2025-03-24,运营部,差旅费,6346.33,员工020,新产品推广,杭州,已通过,
2025-03-06,研发部,咨询费,21512.65,员工048,品牌活动,广州,待审批,
2024-12-04,市场部,咨询费,21045.88,员工019,新产品推广,深圳,待审批,
2024-03-14,人力资源部,软件订阅,"¥5,183.11",员工033,品牌活动,上海,已通过,
2024-09-11,财务部,咨询费,27302.23,员工032,新产品推广,北京,已通过,
2024-04-06,人力资源部,会议费,27501.39,员工061,品牌活动,广州,已拒绝,
2024-11-26,销售部,会议费,20423.25,员工071,渠道拓展,上海,已通过,
2025-10-15,研发部,广告投放,9761.95,员工007,客户增长,上海,已通过,
2025-03-20,研发部,差旅费, 4594.57 ,员工036,渠道拓展,上海,已通过,
2024-09-05,市场部,差旅费,16320.43,员工061,渠道拓展,北京,已通过,
2025-01-15,市场部,广告投放,52000.00,员工090,新产品推广,上海,已通过,
2025-02-15,市场部,差旅费,53800.00,员工091,新产品推广,上海,已通过,
2025-03-15,市场部,广告投放,55600.00,员工092,新产品推广,上海,已通过,
2025-04-15,市场部,差旅费,57400.00,员工093,新产品推广,上海,已通过,
2025-05-15,市场部,广告投放,59200.00,员工094,新产品推广,上海,已通过,
2025-06-15,市场部,差旅费,61000.00,员工095,新产品推广,上海,已通过,
2025-01-15,市场部,广告投放,62800.00,员工096,新产品推广,上海,已通过,
2025-02-15,市场部,差旅费,64600.00,员工097,新产品推广,上海,已通过,
2025-03-15,市场部,广告投放,66400.00,员工098,新产品推广,上海,已通过,
2025-04-15,市场部,差旅费,68200.00,员工099,新产品推广,上海,已通过,
2025-05-15,市场部,广告投放,70000.00,员工100,新产品推广,上海,已通过,
2025-06-15,市场部,差旅费,71800.00,员工101,新产品推广,上海,已通过,
2025-01-15,市场部,广告投放,73600.00,员工102,新产品推广,上海,已通过,
2025-02-15,市场部,差旅费,75400.00,员工103,新产品推广,上海,已通过,
2025-03-15,市场部,广告投放,77200.00,员工104,新产品推广,上海,已通过,
2025-04-15,市场部,差旅费,79000.00,员工105,新产品推广,上海,已通过,
2025-05-15,市场部,广告投放,80800.00,员工106,新产品推广,上海,已通过,
2025-06-15,市场部,差旅费,82600.00,员工107,新产品推广,上海,已通过,
2025-01-08,销售部,办公用品,9623.95,员工035,新产品推广,成都,已通过,
2025-08-07,人力资源部,软件订阅,6618.97,员工061,品牌活动,北京,已通过,
2025-06-04,运营部,广告费,23240.71,员工036,品牌活动,深圳,待审批,
